0氹	[tam]\n1. to cajole someone\n2. to pacify someone who is angry
放膽	[fong dáam]\n(to place gall-bladder)\nused to encourage someone to go ahead and do something, to take courage
放虎歸山	[fong fú gwāi sāan]\n(to let the tiger return mountain)\n1. to let an enemy go and take the risk of him causing trouble later\n2. to be indecisive and risk serious problems later
放蛇	[fong sèh]\n(letting snake out)\n1. an undercover police officer posing as the client of prostitute\n2. an undercover officer posing as a customer, client, or member of the public in a "sting" operation to catch criminals involved in fraud, deception and other illegal activities\n3. a journalist posing as a member of the public, as a client of a prostitute, etc.
放貴利	[fong gwai léi]\nto work as a loan-shark
放長雙眼	[fong chèuhng sēung ngáahn]\nto wait and see
放電	[fong dihn]\n(to release electricity)\nto flirt
放風	[fong fūng]\n(to release wind)\nto inform, to pass information on
放飛劍	[fong fēi gim]\n(to project flying sword)\nto spit
放飛機	[fong fēi gēi]\n(to release aeroplane)\nto break a promise, to break a commitment; to fail to turn up for a date
放馬後炮	[fong máh hauh paau]\n(to let off firecrackers behind the horse)\n1. to begin to make comments and criticise after something is already supposed to have been settled\n2. to refuse to accept the outcome or result, to be a bad loser
救	[gau]\nto rescue
救命	[gau mehng]\n1. "Help!"\n2. to save life
救火	[gau fó]\n1. to put out a fire\n2. sexual release, sexual satisfaction
救火佬	[gau fó lóu]\n(rescue fire man)\na fireman
敗	[baai]\nto lose
敗家	[baaih gā]\n(to ruin family)\nto bring one's family to financial ruin.
教	[gaau]\nto teach
教訓	[gaau fan]\n(to teach a moral lesson)\nto give a beating to, to "teach someone a lesson" by the use of violence.
教路	[gaau louh]\nto teach, to instruct
散	[sáan]\nto disperse
散band	[saan bēn]\n(to disperse the <band)\n1. to break up the band\n2. to break up a group or association
散仔	[sáan jái]\n1. a low-level member of an organisation\n2. a temporary worker\n3. a junior policeman\n4. a junior member of a gang
散修修	[sáan sāu sāu]\nmessy, in pieces, dismantled
散咗	[sáan jó]\nto have split up with one's girlfriend or boyfriend
散手	[sáan sáu]\nto have a special skill, to excel at something
散晒	[sáan saai]\nexhausted, very tired
散水	[saan séui]\nto flee, to disperse, to make a run for it
散紙	[sáan jí]\nchange, small notes or coins
散貨	[saan fo]\n1. to try to get rid of one's stock quickly, to liquidate one's stock\n2. to sell one's shares as quickly as possible
散風	[saan fūng]\nto spread information
敬	[ging]\nrespect
敬酒唔飲飲罰酒	[ging jáu m4 yám yám faht jáu]\n(if you don't drink when I toast you will have to drink as a punishment)\nif you don't do what I say when I ask politely, I will force you to do what I want.
敲	[hāau]\nto beat
敲竹杠	[hāau jūk gōng]\n(strike bamboo instrument)\n1. to obtain money by deception\n2. to blackmail\n3. to extort
整	[jíng]\n1. to make\n2. to repair\n3. to give, to fetch\n4. to trick, to play a trick on someone, to make life difficult for someone.
整亂	[jíng lyuhn]\nto cause chaos, to disurpt, to mess up.
整定	[jíng dihng]\npredestined
整煲傑嘢人嘆	[jíng bōu giht yéh yàhn taan]\n(to give someone a pot of thick stew to enjoy)\nto do harm to someone
整煲杰嘢人嘆	[jíng bōu giht yéh yàhn taan]\n(to give someone a pot of thick stew to enjoy)\nto do harm to someone
整色整水	[jíng sīk jíng séui]\n(to make colour and water)\nto pretend, to put on a show
整色水	[jíng sīk séui]\nto pretend, to put on a show.
整蠱	[jíng gú]\nto trick, to play a trick on someone, to make life difficult for someone, to set a trap.
整蠱做怪	[jíng gú jouh gwaai]\nto behave in an eccentric manner, to seem tricky, to behave strangely (e.g. as if one is hiding something).
整衰個招牌	[jíng sēui go jīu pàaih]\nto harm the image of one's organisation, to "let the side down".
數	[sóu]\ncounting\n[sou]\n1. number\n2. an amount of money\n3. a debt
數佬	[sou lóu]\nloan-sharking
數口	[sou háu]\n(number mouth)\n1. quick with figures, clever with numbers\n2. a hard bargainer, someone who drives a hard bargain
數尾	[sou méih]\nthe remainder of a loan that still needs to be paid off
數臭	[sóu chau]\n(to count shame)\nto scold, to "tell off"
數還數，路還路	[sou wàahn sou, louh wàahn louh]\n(a sum of money is one thing and our path is another)\none should pay one's debts in a proper manner regardless of one's relationship with the borrower
文	[màhn]\nlanguage
文房四寶	[màhn fòhng sei bóu]\n(four treasures of a study)\nstationery
文路	[màhn louh]\nused to describe someone who can talk fluently, someone who sounds persuasive or who shows understanding of what they are talking about.
文雀	[màhn jéuk]\n1. to pick pockets\n2. a pickpocket
斗令	[dáu líng]\n1. a small or trivial amount of money\n2. five cent coin (no longer in use)
斗令都冇	[dáu líng dōu móuh]\nto have no money, to not have any money, to be "broke".
斗零	[dáu líng]\n1. a small or trivial amount of money\n2. five cent coin (no longer in use)
斗零都冇	[dáu líng dōu móuh]\nto have no money, to not have any money, to be "broke".
料	[líu]\n1. material\n2. information, news\n3. quality, ability, skills
斟	[jām]\n1. to pour\n2. to discuss
斟盤	[jām pùhn]\nnegotiation, settlement talks
斟茶認錯	[jām chàah yihng cho]\nto offer tea as an admission of wrongdoing or as an apology - if the tea is accpeted that is a sign that the disagreement is settled.
斤	[gān]\n1. a catty\n2. one hundred (especially in relation to money)
斤両	[gān léung]\n(catty tael)\nability
斬	[jáam]\n1. to chop\n2. (to chop people) to fight with a chopper, to attack with a chopper, to injure with a chopper
斬亂歌柄	[jáam yuhn gō beng]\nto interrupt when someone is talking
斬倉	[jáam chōng]\nto cut one's losses, to sell one's holdings
斬到一頸血	[jáam dou yāt géng hyut]\n1. to chop someone severely\n2. to take a lot of money from someone, to cheat someone of a lot of money
斬到變屎餅為止	[jáam dou bin sí béng wàih jí]\nto chop someone to bits, to chop someone up
斬手指	[jáam sáu jí]\n1. to chop off one's fingers\n2. to give up gambling
斬料	[jáam líu]\nto buy cooked meat, to go out and buy cooked meat for dinner.
斬獲	[jáam wohk]\nto obtain a profit (from gambling)
斬瓜	[jáam gwā]\nto chop to death
斬腳趾避沙蟲	[jáam geuk jí beih sā chùhng]\n(to cut off one's toes to avoid the sand bugs)\na costly solution that does not address the real problem itself.
斬開九碌	[jáam hōi gáu lūk]\nto chop into pieces, to chop up
斬雞頭燒黄紙	[jáam gāi tàuh, sīu wòhng jí]\n(to cut off the chicken's head and burn the yellow paper)\nto swear an oath of brotherhood, to become sworn brothers.
斬馬刀	[jáam máh dōu]\n(chop horse knife)\na knife which is over three feet long, a traditional Chinese weapon sometimes used by triads.
新	[sān]\nnew
新beyond	[sān bih yōn]\na humorous pun on the name of the Sun Yee On triad group (Beyond is the name of a popular Hong Kong rock band).
新丁	[sān dīng]\n1 a greenhorn\n2. a new recruit (in a company)\n3. a new classmate\n4. a new recuit to a triad society\n5. a new convict\n6. a new club hostess
新仔	[sān jái]\na new recruit, a greenhorn (male)
新嚟新豬肉	[sān lèih sān jyu yuhk]\n(new arrival, new pork)\nnewcomers are liable to be tricked or bullied (e.g. new classmate)
新女	[sān néui]\n(new girl)\na new recruit, a greenhorn (female)
新屎坑	[sān sí hāang]\nnew toilet pipe\n→三日香 [sāam yaht hēung] fregrant for three days\n■a passing fad
新束束	[sān chūk chūk]\nnew, very new
新牌	[sān pàaih]\nsomeone who has just passed their driving test
新牌仔	[sān pàaih jái]\nsomeone who has just passed their driving test
新簇簇	[sān chūk chūk]\nnew, very new
新紮	[sān jaat]\nnewly promoted
新絲蘿蔔皮	[sān sīn lòh baahk pèih]\nyou think you're so special?!
新義安	[sān yih ōn]\nSun Yee On, the name of one of the Hong Kong's most important triad societies, one of the Chiu Chow groups.
新血	[sān hyut]\n1. a new recruit\n2. a new replacement
新記	[sān gei]\n1. Xinhua News Agency, which served as the People's Republic of China's de facto embassy in Hong Kong before 1997\n2. the Sun Yee On triad society
新鮮滾熱辣	[sān sīn gwán yiht laaht]\n(fresh boiled hot spicy)\nnewly released, latest, "hot" (news, information, product).
新鮮蘿蔔皮	[sān sīn lòh baahk pèih]\nyou think you're so special?!
斷	[dyun]\nto abstain from\n[tyúhn]\nto cut off
斷估	[dyun gú]\nto guess
斷尾	[tyúhn méih]\n(to cut off the tail)\nto be over for good, to be definitively finished (e.g. illness, relationshops)
斷市	[tyúhn síh]\nout of stock, sold out
斷擔挑	[tyúhn daam tīu]\n(to break the carrying-pole)\nto have too many children (slogan from a previous government campaign on family planning)
斷正	[tyúhn jeng]\n(broken in the right place)\n1. to be caught red-handed, to be captured\n2. to be stopped by the police after committing an offence (taxi driver jargon)\n3. to be convicted, sent to jail
斷癮	[tyúhn yáhn]\nto get off drugs, to break one's drug habit
施	[sī]\nto enforce
施施然	[sī sī yìhn]\nslow, slow-moving, cumbersome
旗	[kèih]\n1. a flag\n2. a hire, a trip with a customer (taxi driver jargon)
日	[yaht]\nday
日光日白	[yaht gwōng yaht baahk]\nin broad daylight (used when something bad is done in the public eye).
日哦夜哦	[yaht ngòh yah ngòh]\n(day nag night nag)\nto nag day and night
日捱夜捱	[yaht ngàaih yeh ngàaih]\nto work hard night and day, to suffer through working long hours.
日防夜防，家賊難防	[yaht fòhng yeh fòhng, gā chaahk nàahn fòhng]\n(one can defend night and day but it is hard to defend against a thief from one's own family)\nit is difficult to defend against a dishonest or treacherous insider.
日頭唔好講人，夜晚唔好講鬼	[yaht táu m4 hóu góng yàhn, yeh máan m4 hóu góng gwái]\n(by day don't talk about people, by night don't talk about ghost)\nused when someone one has been talking about or gossiping against appears, "speak of the devil and he comes running".
日鵝夜鵝	[yaht ngòh yah ngòh]\n(day nag night nag)\nto nag day and night
早	[jóu]\nearly
早抖	[jóu táu]\n1. good night\n2. a way of telling someone to be quiet, "shut up!".
早抖啦	[jóu táu lā]\nshut up!
早響	[jóu héung]\nto speak up quickly and invoke one's big brother for protection, used to admonition "why didn't you speak up sooner?".
旺	[wohng]\nbusy
旺鐘	[wohng jūng]\nbusy with customers (prostitute)
明	[mìhng]\nto understand
明寸	[mìhng chyun]\n1. deliberately abuse\n2. arrogant\n3. to provoke someone
明屈	[mìhng wāt]\nto pressure someone, to exploit someone.
明星	[mìhng sīng]\na celebrity, a star
明解	[mìhng gáai]\nto understand, to get the message
易	[yih]\neasy
易過借火	[yih gwo je fó]\n(easier than getting a light)\nvery easy
星	[sīng]\na star
星君仔	[sīng gwān jái]\n(star young gentleman)\na mischievous, playful child
春	[chēun]\n1. spring\n2. used in expressions of exasperation or irritation, especially in combination with 乜māt.
春宵	[chēun sīu]\n(Spring night)\nto have a night of sex
春心動	[chēun sām duhng]\n(Spring heart move)\nto be attracted to someone; to be sexually aroused
春藥	[chēun yeuhk]\n(Spring medicine)\naphrodisiac
春袋	[chēun dōi]\n(Spring bag)\nscrotum, male genitalia
是	[sih]\n1. to be\n2. yes\n3. right
是九旦旦	[sih gáu daahn daahn]\nOk, fine, whatever
是但	[sih daahn]\nas you please, whatever you like, whatever you think is best
是旦	[sih daahn]\nas you please, whatever you like, whatever you think is best
是狗彈彈	[sih gáu daahn daahn]\nOk, fine, whatever
是非	[sih fēi]\n(right wrong)\ngossip, informal conversation
是非啄	[sih fēi dēung]\na gossip person
是非根	[sih fēi gān]\n(right wrong root)\nthe penis
是非鬼	[sih fēi gwái]\na gossip person
晒	[saai]\n1. to sunbathe\n2. to show off\n3. to display
晒冷	[saai lāang]\n1. to show one's hand (playing cards, etc.)\n2. to call up support from one's fellow triad members
晒命	[saai mehng]\nto show off one's wealth, to flaunt one's possessions (e.g. expensive watch, jewellery, etc.).
晒嘢	[saai yéh]\n(to lay-out one's stuff)\nto be vain, boastful, to "show off".
晒招	[saai jīu]\nto be vain, boastful, to "show off"
晒料	[saai líu]\n(to lay-out one's material)\nto be vain, boastful, to "show off"
晒蓆	[saai jehk]\n(of a business, shop)\nwithout many customers, not making much money
晒蕉	[saai jīu]\n1. to flash someone\n2. to be vain, boastful, to "show off"
晒行馬	[saai hàhng máh]\nto make a show of force, to show one's fighting strength, i.e. the number of one's gang or triad followers
晒馬	[saai máh]\nto display one's men, to make a show of force, to show one's fighting strength, i.e. the number of one's gang or triad followers
晒馬檻	[saai máh lám]\n1. to visit a brothel\n2. to get a hotel room, to go to a short-time hotel
暈	[wàhn]\n dizzy
暈得一陣陣	[wàhn dāk yāt jahn jahn]\n(to experience moments of dizziness)\nto be overwhelmed by someone's beauty, to be intoxicated by someone's beauty, to be totally seduced by someone, to fall under someone's spell.
暗	[am]\ndim
暗啞底	[ngam á dái]\n1. to suffer in silence\n2. to do something underhand
暗格	[am gaak]\n(hidden divide)\na secret place, a hiding place, a place to conceal objects
暗病	[am behng]\n(hidden disease)\nsexual disease
暗花	[am fā]\n(hidden flowers)\n1. a special fund for illegal purposes, a "slush fund"\n2. a reward for carrying out a mission, the price on someone's head
曬	[saai]\n1. to sunbathe\n2. to show off\n3. to display
曬冷	[saai lāang]\n1. to show one's hand (playing cards, etc.)\n2. to call up support from one's fellow triad members
曬命	[saai mehng]\nto show off one's wealth, to flaunt one's possessions (e.g. expensive watch, jewellery, etc.).
曬嘢	[saai yéh]\n(to lay-out one's stuff)\nto be vain, boastful, to "show off".
曬料	[saai líu]\n(to lay-out one's material)\nto be vain, boastful, to "show off"
曬蓆	[saai jehk]\n(of a business, shop)\nwithout many customers, not making much money
曬蕉	[saai jīu]\n1. to flash someone\n2. to be vain, boastful, to "show off"
曬行馬	[saai hàhng máh]\nto make a show of force, to show one's fighting strength, i.e. the number of one's gang or triad followers
曬馬檻	[saai máh lám]\n1. to visit a brothel\n2. to get a hotel room, to go to a short-time hotel
曳	[yáih]\nbad, naughty, wicked, harmful, noxious\n[jaih]\nto drag
書	[syū]\na book
書蟲	[syū chùhng]\na studious person, a "book worm"
替	[tai]\nto change
替槍	[tai chēung]\n(substitute gun)\n1. a person who takes on the name or the role of another in doing a task for the benefit of someone who is unable to do it well on their own (e.g. one student writing a paper for another, a "ghost-writer" writing a newspaper column for a celebraity)\n2. a stand-in
替死	[tai séi]\n1. to stand in for someone, to take someone's place, to substitute for someone\n2. to sacrifice oneself for someone
替死鬼	[tai séi gwái]\n(dead ghost replacement)\na scapegoat, a "fall-guy", a substitute victim
會	[wúi]\na club
會仔	[wúi jái]\nmembers of an informal group who pool their savings
會頭	[wúi tàuh]\nthe head of an informal group who pool their savings
月	[yuht]\nthe moon
月光	[yuht gwōng]\n1. moon\n2. moonlight\n2. the bottom, the buttocks, the backside
有	[yáuh]\n1. to have\n2. to have money, to be rich
有D驚	[yáuh dī gēng]\nto have worries, to be afraid
有feel	[yáuh fīu]\nto feel strongly, to have positive feelings; to experience a powerful sensation
有taste	[yáuh tēi sí]\nto have good taste
有㬌	[yáuh gíng]\n1. with nice view (house)\n2. to have good prospects\n3. to have a customer
有一手	[yáuh yāt sáu]\n1. to have had a romance (of two persons)\n2. to have a special skill
有乜依郁	[yáuh māt yī yūk]\nthe slightest movement
有乜唔妥	[yáuh māt m4 tóh]\na worried question, "is something wrong?", "is everything okay?"
有事慢慢講	[yáuh sih maahn máan góng]\nused in an attempt to diffuse a situation which is turning violent, "take it easy, let's talk it over!".
有事鐘無艷，無事夏迎春	[yáuh sih jūng mòuh yihm, mòuh sih hah yìhng chēun]\n(when something happens, call for Zhong Wuyan; when nothing is happening, call for Xia Yingchun)\nin good times, people forget those who helped them in bad times (a reference to the ugly but clever wife and the beautiful imperial concubine of the Emperor Qi Xuan).
有交易	[yáuh gāau yihk]\n(there is transaction)\nto make a deal, to do business
有今日	[yáuh gām yaht]\n(to have today)\nto meet the fate one deserves
有你冇我	[yáuh néih móuh ngóh]\n(if you no me)\na threat or a description of a situation in which the speaker refuses to compromise or states that everything is at stake, "it's you or me!".
有冇帶袋	[yáuh móuh daai dói a]\nhave you got a condom?
有冇料到	[yáuh móuh líu dou]\n(any material arrived?)\na general inquiry to see if any new information has arrived, or if some new instruction or task has come in (e.g. in an office)
有冇芥菜	[yáuh móuh gaai choi]\n(mustard cabbage)\nused to object to what someone is saying or doing, "you must be kidding!" (a humorous variant of 攪錯 [gáau cho]).
有凸	[yáuh daht]\nsomething left over, excess amount
有分寸	[yáuh fān chyun]\nto be reasonable, to follow the rules, to be moderate (behaviour)
有分數	[yáuh fān sou]\nto handle a problem, to deal with a matter, to have a solution for a problem, "leave it to me!", "I'll take care of it!.
有前冇後	[yáuh chìhn móuh hauh]\n1. to have a front but no back\n2. to not carry things through to their conclusion\n3. to be impulsive\n4. to be reckless of one's own safety in a fight
有前有後	[yáuh chìhn yáuh huah]\n(to have a front and a back)\na good figure (said of woman)
有卡士	[yáuh kā/klā sí]\nto have class
有味笑話	[yáuh meih siu wá]\njokes about sex, "fruity talk"
有咗	[yáuh jó]\nto be pregnant
有啲渣嗱	[yáuh dī jā làah]\na degree of certainty, some guarantee
有啲驚	[yáuh dī gēng]\nto have worries, to be afraid
有嘢就講，有屁就放	[yáuh yéh juah góng, yáuh pei jauh fong]\n(if you have something to say, say it; if you have a fart, let it out)\nan expression of impatience, "get on with it!", "say what's on your mind!"
有型	[yáuh yìhng]\nto be good-looking, to have style
有型有款	[yáuh yìhng yáuh fún]\nto be good-looking, to have style
有境	[yáuh gíng]\nto have good prospects in life, to be in a good position
有姿勢，冇實際	[yáuh jī sai, móuh saht jai]\n(all gesture but no substance)\nto be impressive on the outside but have no substance, to be "all show".
有屁就放	[yáuh pei jauh fong]\n(if you have a fart let it out)\nused as an impatient way to tell someone to speak up, to say what is on their mind
有得揮	[yáuh dāt fāi]\n(<fight)\ncomparable, in the same league as
有得擦	[yáuh dāt chaat]\ncome and help yourself! there's a big meal to eat!
有得斟	[yáuh dāt jām]\n1. to have room for discussion, to be open for negotiations\n2. available for business (e.g. prostitute)
有得震，冇得訓	[yáuh dāt jan, móuh dāt fan]\n(all you can do is tremble, you can't sleep)\nto be scared
有心唔怕遲	[yáuh sām m4 pa chìh]\n(if you are genuinely concerned, it doesn't matter if you are late)\nused to encourage someone to do something even though they are late (e.g. sending a present).
有怪莫怪	[yáuh gwaai mohk gwaai]\nused to admit that one is in the wrong, that one owes an apology.
有排受	[yáuh pàaih sauh]\nto be suffer for a long time
有文有路	[yáuh màhn yáuh louh]\nused to describe someone who can talk fluently, someone who sounds persuasive or who shows understanding of what they are talking about.
有料	[yáuh líu]\nto have real substance, to have genuine talent, ability or knowledge
有料到	[yáuh líu dou]\n1. used to report that one has found relevant information or an important clue\n2. substantial, useful, offering a benefit
有早知冇乞兒	[yáuh jóu jī móuh hāt yī]\n(if one knew in advance one wouldn't end up a beggar)\nit's no good being wise after the event
有樣學樣	[yáuh yéung hok yéung]\n(following any example)\nto follow a bad example, to copy someone's behaviour even when it is not desirable
有殺錯，冇放過	[yáuh saat cho, móuh fong gwo]\n(to kill in error rather than let off)\n1. to leave nothing out when it comes to eating, shopping, etc.\n2. ruthless, killing indiscriminately
有毛有翼	[yáuh móuh yáuh yihk]\n(to hair feathers and wings)\nto be independent, to be able to take care of oneself
有氣冇碇唞	[yáuh hei móuh dehng táu]\n1. to be breathless, to be out of breath, to be unable to breathe\n2. to be extremely busy, to be rushed off one's feet
有氣冇訂透	[yáuh hei móuh dehng táu]\n1. to be breathless, to be out of breath, to be unable to breathe\n2. to be extremely busy, to be rushed off one's feet
有波有籮	[yáuh bō yáuh lō]\n(have breasts have ass)\nto have sexy figure ("good boobs and a good ass").
有爺生，冇乸教	[yáuh yéh sāang, móuh ná gaau]\n(to be born of a father but have no mother to instruct one)\nto be badly brought up
有牌爛仔	[yáuh pàaih laahn jái]\n(licensed rascal)\na derogatory term for the police, "villain with a badge"
有理冇理	[yáuh léih móuh léih]\nwhether reasonable or not, regardless of the consequences, whatever the cost
有環境	[yáuh wàahn gíng]\n(to have prospects)\nto have a customer (taxi driver jargon)
有瓦遮頭	[yáuh ngáah jē tàuh]\n(having tiles over one's head)\nto have shelter, to have a place to live
有異性冇人性	[yáuh yih sing móuh yàhn sing]\nto ignore one's friend when one has found a boy or girlfriend
有病	[yáuh behng]\n1. to be ill\n2. crazy, out of control
有眼不識泰山	[yáuh ngáah bāt sīk taai sāan]\nto miss the obvious, to be blind to a salient fact, to overlook something or someone important
有眼光	[yáuh ngáah gwōng]\nto have an eye for
有碗話碗，有碟話碟	[yáuh wún waah wún, yáuh dihp waah dihp]\n(where there is a bowl, say bowl; where there is a fish, say fish)\nto be straightforward and honest, to not embellish the facts
有福同享，有禍同當	[yáuh fūk tùhng héung, yáuh woh tùhng dōng]\nto share both successes and failures, to support each other together through thick and thin, to be loyal and steadfast
有福同享，有難同當	[yáuh fūk tùhng héung, yáuh naahn tùhng dōng]\nto share both successes and failures, to support each other together through thick and thin, to be loyal and steadfast
有種	[yáuh júng]\nbrave
有突	[yáuh daht]\nsomething left over, excess amount
有籮	[yáuh lō]\nto have an attractive bottom, to have a good behind
有米	[yáuh máih]\n(have rice)\nrich
有紋有路	[yáuh màhn yáuh louh]\n1. to have grasped how to do something, on the right lines\n2. to be mature (of children)
有背㬌人士	[yáuh bui gíng yàhn sih]\n(have background people)\na person/people who have a triad background, a person/people with triad connections
有蕉食	[yáuh jīu sihk]\n(to have banana to eat)\nto have a customer, to receive a customer's hire or order (taxi driver jargon)
有路	[yáuh louh]\n(to have a common road)\nto have an affair, to be lovers
有辣唔唔辣	[yáuh laaht yáuh m4 laaht]\n(spicy or non-spicy)\n1. the pros and cons of a situation, job, etc\n2. to have something to suit every taste
有運行	[yáuh wahn hàahng]\nto be fortunate, to be lucky
有金執	[yáuh gām jāp]\n(gold to be picked up)\neasy money to be made
有錢駛得鬼推磨	[yáuh chín sái dāk gwái tēui mòh]\n(if you have money you can make a ghost push a millstone)\neverything is possible with money; money makes the world go round
有頭威，冇頭陣	[yáuh tàuh wāi, móuh méih jahn]\n(impressive at the beginning but tailing off at end)\nto start strongly but finish weakly
有頭有面	[yáuh tàuh yáuh mín]\nto have an important profile, to have solid achievements, to have status
有頭髮邊個想做癩痢	[yáuh tàuh faat bīn go séung jouh laat lēi]\n(nobody with hair wants to have scabies)\nnobody wants bad things to happen to them
有風駛盡利	[yáuh fūng sái jeuhn leih]\n(in full-sail when the wind is up)\nto exploit a favourable opportunity to the full; to go too far when one has the power
有風駛盡巾里	[yáuh fūng sái jeuhn leih]\n(in full-sail when the wind is up)\nto exploit a favourable opportunity to the full; to go too far when one has the power
有風駛盡里	[yáuh fūng sái jeuhn leih]\n(in full-sail when the wind is up)\nto exploit a favourable opportunity to the full; to go too far when one has the power
有骨	[yáuh gwāt]\nironic, not speaking directly
有鬼	[yáuh gwái]\n(to have a ghost)\n1. haunted\n2. to have a problem, to be worried, to feel something is wrong\n3. to have someone moving in for a challenge against one, a "man on" (e.g. in football), to have someone close behind (e.g. in swimming or running)
有鬼用	[yáuh gwái yuhng]\nno use, absolutely no use, "no bloody use", "bloody useless"
有麝自然香	[yáuh she jih yìhn hēung]\n(where there is musk, there is a scent)\ntrue talent or merit will always be recognised without the need to advertise it
望	[mohng]\n1. to look over\n2. to hope
望到頸都長	[mohng dou géng dōu chèuhng]\n(to hope until the neck becomes long)\nto live in hope for a long time for something
望就係咁望	[mohng juah haih gám mohng]\n(to look up to heaven as one casts lots)\nto have to put one's trust in fate
朝	[chìuh]\nto face
期	[kèih]\na period of time
期數	[kèih sou]\n(period number)\nperiod within which repayment of a debt is calculated
木	[muhk]\n1. wood\n2. stupid, dumb, dull-witted
木口木面	[muhk háu muhk mihn]\n(wooden mouth wooden face)\ndumb, slow-witted
木咀	[mūk jéui]\n1. pouting lips, pursed lips or mouth\n2. a person with an expressionless face, a person without much humour\n3. a generic term for someone one is pointing at or indicating, "that guy over there"\n4. a fool
木獨	[muhk duhk]\nawkward, socially inept
木瓜	[muhk gwā]\n1. papaya\n2. big-breasted
木瓜鮮奶	[muhk gwā sīn náaih]\n(papaya fresh milk)\nbig-breasted
木魚	[muhk yú]\na nightclub hostess who provides sexual services for her customers.
未	[meih]\nnot yet
未夠喉	[meih gau hàuh]\nnot satisfied, unsatisfied (of thirst, lust, hunger, ambition).
未夠班	[meih gau bāan]\nnot good enough, not powerful enough
未夠秤	[meih gau ching]\n1. not old enough (for a job, to have sex, to work as a prostitute, etc)\n2. not senior enough (for a task, to represent an organisation).
未戒奶	[meih gaai náaih]\n(yet to quit milk)\nyoung and immature
未撚屌過呀	[meih lán díu gwo àh]\n(not been fucked yet)\nan obscene and insulting question, expressing strong hostility to the addressee.
未見官先打三十大板	[meih gin gūn sīn dá sāam sahp daaih báan]\n(thirty strokes on the behind before one can see the official)\nto pay a price before one can have the possibility of getting what one wants.
未驚過	[meih gēng gwo]\nto not be afraid, to know no fear
本	[bún]\nlocal
本地菜	[bún deih choi]\n(local vegetable)\n local girl(s)
本地薑唔辣	[bún deih gēung m4 laaht]\n(local ginger is not spicy)\nlocal things or people are not valued when compared with those from aboard or from outside.
朱	[jyū]\n1. red\n2. one (triad jargon)
朱柴	[jyū chàaih]\na senior police constable
朱粒	[jyū lāp]\n(one pip)\na police inspector, a probationary police inspector (police jargon, based on the badge design).
朱粒水泡	[jyū lāp séui póuh]\n(one pip life belt)\nsenior assistant police commissioner (police jargon, based on the badge design).
朱義盛	[jyū yih síng]\nfake jewellery
朵	[dó/déu]\n1. a flower\n2. a name, reputation\n3. to reveal one's identity, to reveal one's triad identity by naming one's protector or triad society in order to protect oneself, intimidate, etc.
李	[léih]\n1. a surname\n2. a plum
李三腳	[léih sāam geuk]\n(three-legged Lee)\na nickname for 李小龍 Bruce Lee.
李超人	[léih chīu yàhn]\na nickname for Hong Kong property magnate 李嘉誠 Li Ka-shing.
杏	[hahng]\nalmond
杏加橙	[hahng gā cháang]\n(almond plus orange)\n1. a euphemistic expression of irritation\n2. a contemptible person, a "bastard", a euphemistic or humorous version of 冚家鏟 [hahm gā cháan].
杏色加橙色	[hahng sīk gā cháang sīk]\n(almond colour plus orange colour)\na euphemistic or humorous verson of 冚家鏟 [hahm gā cháan].
杰	[giht]\n1. outstanding\n2. in bad trouble, a bad situation
杰撻撻	[giht taaht taaht]\n(very thick)\nvery bad, very serious, in a lot of trouble
東	[dūng]\neast
松	[chùhng]\na pine tree
松柏	[chùhng paak]\npine cedar
板	[báan]\na plank
板斧	[báan fú]\n(wodden axe)\nrequired skills, solutions for a problem
枕	[jám]\na pillow
枕住	[jám jyuh]\nto keep, to continue an action
枝	[jī]\na classifier for long rigid objects
枝嘢	[jī yéh]\na gun
枝炮	[jī paau]\n1. canon\n2. the penis
架兩	[ga léung]\n1. to mediate in a dispute\n2. to interfere in a quarrel\n3. to get mixed up in a dispute
架勢	[ga sai]\n(royal position)\n1. to be extravagant\n2. to spend money freely\n3. to have a high opinion of oneself
架勢堂	[ga sai tóng]\n(royal position ceremonial hall)\nan extravagant, successful, big spending person
架子	[ga jī]\n(frame)\nan arrogant person
架子大	[ga jī daaih]\n(frame large)\nan arrogant person
架撐	[ga chāang]\n1. tools or equipment for manual labour\n2. weapons\n3. equipment for criminal activities such as burglary
架樑	[ga léung]\n(frame beam)\n1. to mediate in a dispute\n2. to interfere in a quarrel\n3. to get mixed up in a dispute
架步	[ga bouh]\n(framework steps)\n1. a vice establishment, a vice den\n2. a gambling den\n3. a triad base
架生	[ga sāang]\n1. tools or equipment for manual labour\n2. weapons\n3. equipment for criminal activities such as burglary
柄埋	[beng màaih]\nto hide from public view; to stay away from any attention.
某	[máuh]\nunknown, unspecified
某某	[máuh máuh]\nMr so and so; Mr. X.
某某人	[máuh máuh yàhn]\nMr so and so; Mr. X.
柒	[chaht]\n1. a vulgar or obscene term for the penis\n2. stupid
柒fing fing	[chaht fihng fihng]\n(prick wave wave)\nsomeone who continually does stupid things without realizing it (fing is a substitution for 揈).
柒吓柒吓	[chaht háh chaht háh]\nan obscene expression for extremely stupid, very stupid, "fucking stupid".
柒揈揈	[chaht fihng fihng]\n(prick wave wave)\nsomeone who continually does stupid things without realizing it.
柒頭	[chaht tàuh]\nan obscene insult for a fool, "dickhead"
柒頭皮	[chaht tàuh pèih]\n(dickhead skin)\na stupid idiot, a "dickhead".
查	[chah]\nto check
