?,?,l?ai,to pull,,,,
??,??,l?ai chàaih,to die, dead,,,
???,???,l?ai ch? b?n,(to travel holding on to the back of a bus or train)1. to win a contest or pass a test by the narrowest of margins2. to just squeeze through,,,,
??,??,l?ai jaahp,to stop work (taxi driver jargon),,,,
????,????,l?ai jaahp fong gáu,"to close the door, the pull down the shutters, to shut up shop.",,,,
??,??,l?ai laahm,1. to pull cable2. to eat noodles,,,,
????,????,l?ai l?ai ché ché,"1. to fail to focus on the topic at hand2. to prevaricate3. to have an on-and-off relationship, to be neither together nor apart (e.g. lovers).",,,,
???,???,l?ai lohk séui,"(to drag into the water)to put the blame on, to involve someone in a situation for which they are not to blame. ",,,,
????,????,l?ai màaih t?n ch?ung,"to get married, to settle down to married life",,,,
????,????,l?ai ngàuh séuhng syuh,(to pull a cow up a tree)a vain attempt to do something,,,,
????,????,l?ai séuhng bóu haah,(to pull above and cover below)to make up for the deficit in one area by using resources from another,,,,
???,???,l?ai tàuh máah,to parade a winning horse (e.g. the winning trainer displaying the champion).,,,,
?,?,l?ai,1. final2. end,,,,
??????????,??????????,"l?ai jái l?ai s?m g?n, l?ai néui l?ai m4 johng","(the youngest son tugs at one's heart and liver, the youngest daughter tugs at one's innards)parents usually lavish most affection on their youngest child.",,,,
??,??,l?ai jái,the youngest son,,,,
??,??,l?ai néui,the youngest daughter,,,,
??,??,l?ai m?i,"the last; in the end, finally",,,,
?,?,náaih,1. milk2. breast(s),,,,
?,?,laai,to evade,,,,
???,???,láai hàaih dái,"(to lick shoe buttom)to fail in an attempt to curry favour with someone, to try and curry favour with the wrong person.",,,,
???,???,láai hàaih dái,"(to lick shoe buttom)to fail in an attempt to curry favour with someone, to try and curry favour with the wrong person.",,,,
??,??,láai h?i,"(to lick cunt)1. to go down on a woman2. to get into difficulties, to get caught out",,,,
??,??,láai h?i,"(to lick cunt)1. to go down on a woman2. to get into difficulties, to get caught out",,,,
???,???,láai h?i jái,"(lick cunt boy)an obscene insult, a ""little bastard"".",,,,
???,???,láai h?i jái,"(lick cunt boy)an obscene insult, a ""little bastard"".",,,,
???,???,láai sí f?t,"(to lick arse)to get into trouble, to fall into difficulties",,,,
??,??,láai yéh,"(lick thing)1. to be tricked, to be caught2. to get into difficulties3. to have an accident, or misfortune4. to be cheated, fooled5. to step on something unpleasant6. to be arrested by police.",,,,
??,??,láai yéh,"(lick thing)1. to be tricked, to be caught2. to get into difficulties3. to have an accident, or misfortune4. to be cheated, fooled5. to step on something unpleasant6. to be arrested by police.",,,,
?,?,laai,a skin disease,,,,
????????,????????,laai h?a m?u séung sihk t?n ngòk yuhk,(a toad wants to eat swan meat)an unattractive man dreaming of having a beautiful girlfriend,,,,
???,???,laaih deih ngaahng,to make excuses,,,,
??,??,laaih m?au,"to evade responsibility, to avoid taking the blame",,,,
??,??,laaih séi,to be reluctant to do something one is supposed to.,,,,
?,?,laaih,water rushing by,,,,
???,???,laaih daaih wohk,"to get into a big mess, to have a disaster",,,,
??,??,laaih liuh,(to release urine)to urinate involuntarily,,,,
???,???,laaih liuh h?a,1. a crayfish2. a bed-wetter,,,,
??,??,laaih sí,to defecate involuntarily,,,,
???,???,laaih sí f?t,"a big problem, a big mess",,,,
??,??,laaih wohk,"to get into a mess, to have a disaster",,,,
?,?,láam,to embrace,,,,
???,???,láam jyuh séi,(to die hugging)to get into trouble together,,,,
??,??,láam ngaahng,"to support strongly, to protect",,,,
??,??,láam saht,"to hold tight, stick to, stay with",,,,
????,????,láam s?n láam sai,"to be very close, to be intimate, to be very ""lovey-dovey"".",,,,
???,???,láam séuhng s?n,"to take on a task, to take over a task for someone, guarantee that a task will be completed successfully.",,,,
????,????,láam tàuh láam géng,"(to hug head hug neck)to be very close, to be intimate",,,,
?,?,laam,a threshold,,,,
???,???,laam fó pùhn,"a ceremony in which someone is carried over or steps over a basin with burning spells written on strips of yellow paper, a purification ceremony, e.g. when bringing a new born baby for the first time, when coming home after being in prison. ",,,,
?,?,l?an,"1. to creep, to crawl2. to move3. to hang around",,,,
??,??,l?an g?ai,to hang around on the street,,,,
??,??,l?an h?i,"an exclamation of irritation or anger, instructing someone to leave, ""get lost!"".",,,,
???,???,l?an lán h?i,"an anger and obscene exclamation, instructing someone to leave, ""fuck off!""",,,,
??,??,l?an s?,"an expression of anger or irritation, used to tell someone to leave, ""piss off!""",,,,
????,????,l?an s? gaht louh,"an expression of anger or irritation, used to tell someone to leave, ""get lost!"", ""shove off!"".",,,,
??,??,l?an táan,"a person of bad character, an undesirable, a ""creep"".",,,,
???,???,láan/láahn d?k ch?k,arrogant,,,,
??,??,láan/láahn l?k,"to have pretentions to be clever, to act as if one is clever, to ""play the smart guy"".",,,,
??,??,láan/láahn leng,"to have pretentions to be pretty, to act as if one is pretty",,,,
??,??,láan/láahn síng,"to have pretentions to be clever, to act as if one is clever, to ""play the smart guy"".",,,,
??,??,láan/láahn w?i,"arrogant, flashy, flaunting oneself or one's wealth, ""cocky"".",,,,
???,???,láan/láahn y?u mahk,"to act as if one is funny, to try to be funny (and fail).",,,,
???,???,láan/láahn yáuh bóu,"to have pretensions, to act as if one is something special, to act as if one is very powerful, to ""play the big-shot"".",,,,
???,???,láan/láahn yáuh yìhng,"to have pretensions to be trendy or stylish, to act as if one is trendy or stylish.",,,,
???,???,y?t tìuh l?ang,"a person, a guy (Cantonse rendering of Chiu Chow language)",,,,
?,?,laap,to grab,,,,
???,???,laap gaa ch?ang,"to pick up tools or instruments, including fireamrs, particularly those used by workers or criminals.",,,,
???,???,laap gaa ch?ang,"to pick up tools or instruments, including fireamrs, particularly those used by workers or criminals.",,,,
???,???,laap gaa ch?ang,"to pick up tools or instruments, including fireamrs, particularly those used by workers or criminals.",,,,
???,???,laap laap ling,"shiny, glossy",,,,
???,???,laap laap ling,"shiny, glossy",,,,
??,??,laap yéh,to pick up tools or implements for manual work or for criminal activities.,,,,
??,??,laat d?i,"to shoot, to make angry",,,,
??,??,laat hing,"to provoke, to make angry",,,,
??,??,laat jeuhk,"to provoke, to make angry",,,,
?,?,lahm,1. to descend2. temporary,,,,
??,??,lahm b?an,"to repeat one year at school, to have to repeat a year of study",,,,
????,????,làhm g?p làhm mòhng,in a great rush,,,,
?????,?????,làhm g?p póuh faht geuk,(to hold the Buddha's leg in an emergency)to do something at the last minute.,,,,
??,??,làhm gei,"(Mr Temporary)an ""extra"", someone hired to play a very minor role (e.g. in a crowd scene)",,,,
?????,?????,làhm lóuh hohk ch?ui dáa,(old man learns to play trumpet)an old person learning a new skill.,,,,
??????,??????,làhm lóuh m4 gwo d?k sai,(unable to live out one's day)to be unable to spend one's final years in comfort.,,,,
???,???,làhm méih h?ung,"to fail at the very last stage, to ""fall at the last fence"".",,,,
????,????,làhm sìh làhm g?p,"under time pressure, to make an ad hoc decision, to be hard pressed for time. ",,,,
?????,?????,làhm t?n gw?ng laaih liuh,(to wet oneself before dawn)a last minute failture in an enterprise which seemed headed for success.,,,,
?,?,làhm,to drip completely,,,,
??,??,làhm sihn,"1. good-natured, easy-going2. liable to be taken advantage of",,,,
??,??,lahp loh,"apathetic, slow to react, slow moving",,,,
??,??,lahp lyuhn,"nin disorder, messy, chaotic",,,,
Like,Like,l?i,"(<like)1. to like2.to be attracted to someone, to fall for someone",,,,
?,?,lái,a ceremony,,,,
?,?,laih,1. an example2. conventional,,,,
??,??,laih páai,"(regular menu)as usual, habitually, according to one's habit",,,,
?cut,?cut,l?k k?k,"1. uneven, bumpy (surface)2. not fluently, poorly (speech, e.g in speaking a foreign language).",,,,
??cut cut,??cut cut,l?k l?k k?k k?k,"1. uneven, bumpy (surface)2. not fluently, poorly (speech, e.g in speaking a foreign language).",,,,
?,?,l?m,"1. delighted, pleased, content, satisifed2. to please, to ""sweet-talk"" [lam]to collapse",,,,
??,??,l?m g?,"sentimental songs, romantic songs",,,,
??,??,lam dong,"1. to be ruined, to collapse2. to be finished, to be finished off3. to go bankrupt",,,,
??,??,lam yáu,to kill,,,,
?,?,nán,to be good at [lán]a vulgar or obscene term for the penis,,,,
??,??,lán dáan,"a generic vulgar insult, ""fucking bastard"".",,,,
??,??,lán h?i,"(prick off)an obscene and aggressive instruction for someone to leave, ""fuck off!"".",,,,
??,??,lán tàuh,"(prick head)an obscene insult, ""prick head"".",,,,
??,??,lán yéung,"(prick face)a strong and vulgar insult, ""fucking jerk"", ""prick head"" (sometimes punned with or used instead of ?? yám yéung ""dressed up"" to make fun of someone who has dressed up for some occasion).",,,,
?,?,l?p,1. to cover2. to steal,,,,
???,???,l?p g?u móu,to flatter,,,,
??,??,l?p séui,to be afraid of ,,,,
??,??,l?p yéh,to steal,,,,
?,?,l?t,"1. to lose2. to get rid of3. to know the mahjong tiles by touch, without needing to look and see if the tile is wanted4. (<love)to like, to love, to enjoy",,,,
??,??,l?t dái,"(to loose sole)to not turn up for an appointment, to ""stand someone up"".",,,,
??,??,l?t fai,to be beaten up badly,,,,
??,??,l?t kèih,to miss the deadline,,,,
????,????,l?t pèih l?t gw?t,1. to be in bad shape2. to have been knocked about,,,,
??,??,l?t s?n,"1. to be exempted from, to escape, to avoid2. to get rid of a problem",,,,
????,????,l?t síng máah láu,(loose string monkey)1. a very naughty child2. someone no longer under the control of their superior or guardian.,,,,
??,??,l?t s?u,to lose face,,,,
?,?,l?u,1. to hug2. to embrace,,,,
?,?,lauh,1. to miss2. to leak,,,,
??,??,lauh háu,to stammer,,,,
???,???,lauh háu f?ng,(to let the wind out of one's mouth)to let slip a secret inadvertently. ,,,,
??,??,lauh hei,"to be slow to act, to be slow to make a decision",,,,
?,?,làuh,a surname,,,,
?????,?????,làuh béi je g?ng j?u,Liu Bei borrowed the state of Jingzhou?????? [y?t je móuh wùih tàuh] borrowed without returning  ?something loanded that is never returned to the owner (Liu Bei was the King of Shu in the Three Kingdom Peroid).,,,,
?,?,làuh,to remain,,,,
??????,??????,làuh f?an baai s?an s?n góng,"(leave it for paying respects to the dead)a request to defer some topic, ""let's not talk too much about it now"" (i.e. let's leave it for when paying repects to the dead).",,,,
?,?,làuh,a burning,,,,
??,??,làuh f?a,(building flower)to pay for a flat or apartment before the building is completed.,,,,
??,??,làuh mín,(building surface)a waiter or waitress in a small restaurant or food stall.,,,,
???,???,láu wuhn láu,to sell one's apartment and buy another one (in order to get a larger apartment or to cash in).,,,,
?,?,làuh,"1. to flow2. unreal, false, ""fake""3. without status or influence",,,,
???,???,làuh ch?n j?ung,(flow thousand shee)counterfeit bank notes,,,,
???,???,làuh háu séui,"(to drool)to lust after, to long for",,,,
??,??,làuh líu,"false information, misleading information",,,,
???,???,làuh máah liuh,"(horse's urine flowing)to weep, to cry",,,,
??,??,làuh yéh,"a false object, a forged item, a ""fake""",,,,
?,?,làuh,1. a willow2. a prison warden3. a prison,,,,
??,??,làuh gei,(willow company)1. the Correctional Services Department2. staff of the Correctional Services Department,,,,
??,??,làuh gw?t,(willow bone)a toothpick,,,,
??,??,làuh s?m,(willow heart)1. the Correctional Services department2. staff of the Correctional Services Department. ,,,,
Le hea,Le hea,lé he,to be in a muddle.,,,,
Le fe,Le fe,léh féh,"sloppy, messy, untidy",,,,
??,??,léh féh,"sloppy, messy, untidy",,,,
??,??,lèhng kéhng,"effective; efficacious, reliable (e.g. of a fortune-teller or a god).",,,,
??,??,l?i màaih,"to hide oneself, to keep out of sight",,,,
??,??,l?i màaih,"to hide oneself, to keep out of sight",,,,
?,?,lèih,from, away from,,,
????,????,lèih hòhng lèih laht,"wildly inaccurate, wide of the mark, off-target.",,,,
??,??,lèih póu,"unbelievable, ridiculous, odd, weird, crazy, outrages, ""out of line"".",,,,
???,???,lèih saai jaau,"(to leave the shelter completely)to go out of control, to go crazy, to go haywire, to ""go off the rails"".",,,,
???,???,lèih saai póu,"unbelievable, ridiculous, crazy, outrageous, ""out of line"".",,,,
??,??,lèih j?n,"serious, not joking",,,,
?,?,léih,1. a surname2. a plum,,,,
???,???,léih ch?u yàhn,a nickname for Hong Kong property magnate ??? Li Ka-shing.,,,,
???,???,léih s?am geuk,(three-legged Lee)a nickname for ??? Bruce Lee. ,,,,
?,?,leih,1. profitable2. sharp,,,,
???,???,leih maht póu,"1. Liverpool2. a euphemistic or humorous variant of ??? néih lóuh móu, ""your mother!"".",,,,
?,?,leih,white jasmine,,,,
????,????,leih leih sei sahp,"(<Lily forty)seconal (quinalbartitone, a depressant)",,,,
?,?,l?k,"smart, bright, sharp",,,,
??,??,l?k jái,"1. a clever boy, a clever man, a ""smart kid"", a ""smart guy""2. used to criticise someone for thinking that they are very clever, ""smart alec!"".",,,,
??,??,l?k néui,"1. a clever girl, a clever young woman2. a lesbian",,,,
???,???,l?k m4 chit,"1. a show-off, a boastful or vain person2. to be a show-off",,,,
Lam,Lam,lém,to lick,,,,
0?,0?,l?ng,"1. a teenager2. a young man or boy, a ""kid"". 3. a member of a street gang, the follower of a gang boss",,,,
0??,0??,l?ng jái,"1. a teenager or young man2. a street kid; a ""tough guy""3. a young man who is a member of a street gang",,,,
0??!,0??!,l?ng jái,"an aggressive term of address for a boy or younger man or for a man of inferior status, ""listen kid, I'm warning you!"".",,,,
0?kent,0?kent,l?ng k?ng,"1. a teenage boy or young man, a ""kid"", a ""guy""2. a term of address, ""hey kid""3. a useless guy, a nobody",,,,
0??,0??,l?ng m?i,"1. a young girl2. a tough girl, a girl who hangs out on the street",,,,
0??!,0??!,l?ng m?i,"a term of address for a girl or young woman or a young woman of inferior status, ""listen kid, I'm warning you!"".",,,,
0???,0???,l?ng m?i jái,a young girl,,,,
?,?,léng,1. to receive2. to lead,,,,
??,??,léng yéh,"to be the victim of something, to be singled out for misfortune. ",,,,
?,?,leng,1. pretty2. a bowl of steamed rice (waiter's slang),,,,
???,???,leng baau geng,"(so pretty as to break a mirro)beautiful, very attractive (sometimes used sarcastically to mean ""ugly"").",,,,
????,????,leng dou baau d?ng,"(so preety as to blow a lamp)very attractive, very pretty",,,,
???,???,leng dou wàhn,(so beautiful one will faint)very beautiful,,,,
??,??,leng jái,1. handsome guy2. a bowl of steamed rice (waiter's slang)3. good traffic conditions (truck driver jargon),,,,
lur??,lur??,l?u faahn ying,"to agree immediately, to accept enthusiastically",,,,
lur,lur,l?u,to spit out [léu]to manipulate someone by behaving in a coquettish or childishly whinging manner. ,,,,
lur????,lur????,l?u háu séui góng gwo,(to spit out the saliva and say it differently)used to tell someone to take back words that are unlucky or inauspicious. ,,,,
?,?,lèuhn,to alternate,,,,
???,???,lèuhn daaih máih,"1. to rape in turn, a gang rape2. to beat up, to give a good beating to.",,,,
??,??,lèuhn g?an,a gang rape.,,,,
?,?,leuhn,to discuss,,,,
??,??,leuhn jeuhn,clumsy,,,,
????,????,leuhn leuhn jeuhn jeuhn,very clumsy,,,,
?,?,lèuhng,a beam,,,,
?,?,lèuhng,cool,,,,
?,?,lèuhng,grains,,,,
???,???,lèuhng deih g?n,(land surveyor)to be unemployed,,,,
?,?,lèuhng,good,,,,
?????,?????,lèuhng s?m dong gáu fai,(to treat a good heart as a dog's lung)1. to be ungrateful for a favour and regard it as a disservice2. to not know what is good for one. ,,,,
?,?,lèuhng,two,,,,
????,????,lèuhng geuk y?t s?n,death,,,,
?????,?????,lèuhng g?ng pó gin gwái,"husband and wife see a ghost??????? [m4 haih néih jauh haih ngóh]  if it wasn't you it was me. ?one of the two possibilities must be true, one of the two people involved must be responsible. ",,,,
???,???,lèuhng jái náa,"a mother and son, mother and son together",,,,
??,??,lèuhng méi,"(two falvours)two sexual services offered by a prostitute, i.e. fellatio and sexual intercourse.",,,,
??,??,lèuhng n?p,"(two pips)a police inspector, police inspector wearing two pips (police and criminal jargon).",,,,
???,???,lèuhng n?p f?a,"a police inspector, police inspector wearing two pips (police and criminal jargon).",,,,
????,????,lèuhng n?p y?t f?a,"(two pips one stripe)a senior police inspector (police and criminal jargon, based on the badge design).",,,,
???,???,lèuhng s? j?u,"(two bunches of bananas)to visit someone without bringing a gift, to arrive empty-handed at someone's house (the bananas represent the fingers of the hand).",,,,
?????,?????,lèuhng tàuh m4 dou ngohn,(unable to reach either shore)to be in a situation where which ever way one turns one will lose out. ,,,,
???,???,lèuhng tàuh sèh,(two headed snake)1. someone who works for both sides in a deal2. a servant of two masters,,,,
???,???,lèuhng tàuh tàhn,"to be extremely busy, to be ""rushed off one's feet"". ",,,,
Lui?,Lui?,l?ui d?i,to fall down flat,,,,
?,?,lèuih,"1. thunder2. loyalty, good faith; loyalty to friends, particulary the ties of brotherhood that unite gang or triad members and other members of the underworld3. two (triad jargon)",,,,
??,??,lèuih hei,"loyalty, good faith; loyalty to friends, particulary the ties of brotherhood that unite gang or triad members and other members of the underworld. ",,,,
??,??,lèuih n?p,"(two pips)police inspector, police inspector wearing two pip2",,,,
?,?,l?uk,to rob,,,,
??,??,l?uk chín,to charge an excessive price for something,,,,
??,??,l?uk d?i,to kill,,,,
??,??,l?uk séui,"to get money by dishonest means, to trick someone out of money. ",,,,
???,???,l?uk séui wòhng,"a rich person who has made money by dishonest, ruthless or dubious means.",,,,
?,?,l?ung,"old-fashioned (in appearance), ugly",,,,
??,??,l?ung bíng,1. old-fashioned2. a fool,,,,
??,??,l?ung bíng,1. old-fashioned2. a fool,,,,
?,?,lihk,1. force 2. strength 3. energy,,,,
??????,??????,lihk b?t dou b?t wàih chòih,"if you don't put in effort, you won't get rich, ""no pain, no gain"" (of money matters).",,,,
?,?,lìhm,honest,,,,
??,??,lìhm gei,"The Independent Commission against Corruption, the ICAC, the Hong Kong government's anti-corruption agency. ",,,,
?,?,lìhn,a lotus,,,,
??,??,lìhn f?a,lotus flower,,,,
???,???,lìhn jí yùhng,a very sweet smile,,,,
?,?,lìhng,zero,,,,
????,????,lìhng se m4 tùhng,"different, in a different class",,,,
?,?,lìhng,a bell,,,,
????,????,lìhng lìhng làhm làhm ,1. very quickly2. in a big hurry,,,,
?,?,lìhng,separate,,,,
????,????,lìhng héi lòuh jou,(to separate stove)1. a new organisation set up to compete with an existing one2. an alternative way of achieving an aim,,,,
?,?,lín,"to challenge, to compete, to fight",,,,
????,????,lín baau ch?un dói,"(to complete until one's scrotum explodes)to compete until one has won, to fight without compromise, to fight to the limit of one's strength",,,,
??,??,lín ch?,car racing,,,,
??,??,lín d?i,"1. to defeat, to come out on top2. to be the winner, to out do one's rivals (e.g. car racing, examination results).",,,,
????,????,lín dou baau sí,"to have a serious competition, to have a tough fight.",,,,
????,????,lín séi wàih jí,to fight to the death,,,,
??,??,lín wohk,"to have a competition, to have a trial of strength",,,,
??,??,lín yèhng,"to come out on top; to be the winner, to outdo one's rival, e.g. car racing, examination results.",,,,
?,?,l?u,"1. to escape, to flee in secret2. to bring up something from the past, to raise an old grievance. ",,,,
???,???,l?u beih sí,to pick one's nose.,,,,
????,????,l?u f?an ch?t làih,"to bring up something from the past, to raise an old grievance. ",,,,
?,?,líu,"1. material2. information, news3. quality, ability, skills",,,,
?,?,lìuh,"1. to provoke2. to bother, to tease, to harass3. to sexually harass, to tease suggestively",,,,
???,???,lìuh g?au aai,to provoke an argument with someone.,,,,
???,???,lìuh g?au dáa,"to provoke or taunt someone into fighting, to cause trouble ",,,,
???,???,lìuh néuih jái,"to bother, to tease, to harass a girl or woman",,,,
????,????,lìuh sih dau f?i,1. to provoke a fight2. to taunt,,,,
?,?,l?,"1. a bamboo basket2. bottom, behind, ""ass""",,,,
??,??,l? baa,a nickname for or teasing way of referring to a person with a large bottom,,,,
??,??,l? baht,"(<Robert)a fool, a sucker",,,,
?Pet,?Pet,l? p?t,"bottom, behind, ""ass""",,,,
??,??,l? yáu,"bottom, behind, ""ass""",,,,
?,?,l?,to chatter,,,,
???,???,l? l? ly?n,"1. worried, nervous, anxious, disappointed2. codeine, often consumed in the form of cough medicine",,,,
????,????,l? l? s? s?,1. to chatter2. to complain3. to be demanding,,,,
??,??,l? ly?n,"worried, nervous, anxious, disappointed",,,,
??,??,l? s?,1. to chatter2. to complain3. to be demanding,,,,
?,?,ló,to collect,,,,
??,??,ló chói,"(to get colour)to win honour, to gain glory (in a contest or a fight).",,,,
??,??,ló dáam,"(to take guts)used to describe something that arouses an extreme emotion (impressive, frightening, funny, etc.).",,,,
??,??,ló gíng,"to take advantage of someone being in a bad situation to provoke them, ""to hit someone when they are down"".",,,,
?????,?????,ló gíng dihng jahng hing,(to be sarcastic or give praise)used to accuse someone of taking advantage of one's vulnerability.,,,,
????,????,ló heui tìhn hói,"(to take and dump in the sea)used to characterize something or someone useless, i.e. that it should be ""dumped in the sea"".",,,,
???,???,ló jeuhk sou,"to gain advantage from a situation, to profit from a deal",,,,
???,???,ló làih góng,1. to give a feeble excuse where one has no good reason for one's conduct2. to talk just for the sake of talking,,,,
???,???,ló làih jihn,to get oneself into trouble,,,,
???,???,ló làih s?ui,to get oneself into trouble,,,,
??,??,ló mehng,(to take life)1. to kill someone2. something that arouses strong emotion or passion.,,,,
???,???,ló saai chói,"to win honour, to gain glory (in a contest or a fight).",,,,
??,??,ló wái,to win status or reputation,,,,
???,???,ló yi tàuh,to do something for the sake of good luck (e.g. a ritual).,,,,
?,?,lòh,a turnip,,,,
???,???,lòh baahk tàuh,(turnip head)a Japanese (derogatory),,,,
???,???,lòh dái cháang,(left behind orange)1. someone or something rejected as useless2. unwanted left over or left behind. ,,,,
???,???,lòh dái g?t,(left behind mandarin orange)1. someone or something rejected as useless2. something unwanted left over or left behind,,,,
?,?,lòh,1. surname2. a net,,,,
?,?,lohk,"1. to go down2. to have an abortion, to abort",,,,
??,??,lohk b?a,to go to a bar.,,,,
??,??,lohk ch?,1. to get of the car2. to try and get out of the stock-market at the top3. to sell at the optimal time,,,,
??,??,lohk daahp,"to get involved, to agree to a deal, to invest in, to buy into",,,,
????????,????????,"lohk deih h?i f?a, fu gwái wìhng wàah","(falling to the ground it will blossom, bringing wealth and glory)used by someone to make someone else who has dropped something and broken it feel better.",,,,
?D,?D,lohk d?,to go to a disco,,,,
??,??,lohk gaak,"to take money illegally, to skim money from one's company or partner",,,,
???,???,lohk gáu sí,"(falling dog shit)the rain is pelting down, to ""rain cats and dogs"". ",,,,
??,??,lohk geuk,"to stay, to live, to go to ground, to ""hang out""",,,,
???,???,lohk hàaih yáu,"(to put on shoe polish)to flatter, to be obsequious, to be a ""toady""",,,,
????,????,lohk jaahp fong gáu,"to close the door, to pull down the shutters, to shut up shop",,,,
??,??,lohk jái,"to have an abortion, to abort a child",,,,
???,???,lohk jéui tàuh,to cajole someone,,,,
??,??,lohk j?ng,(to leave the firm)to step down from a committee (university student jargon),,,,
??,??,lohk jyu,to place a bet,,,,
??,??,lohk láu,to pay the bill at the counter in a restaurant,,,,
??,??,lohk mín,(to lower face)to take away someone's face,,,,
???,???,lohk saai yìhng,"moody, depressed, downcast",,,,
??,??,lohk s?an,1. to go down the mountain2. to finish an apprenticeship,,,,
????,????,lohk sáu lohk geuk,(to use one's hands and legs)to do the actual work oneself,,,,
??,??,lohk séui,(falling water)to rain,,,,
??,??,lohk tòih,"1. to resign, to step down2. to get rid of an embarrassing situation, to leave someone alone, to withdraw",,,,
???,???,lohk t?ng g?i,"soaked through, completely drenched",,,,
????,????,lohk yúh s?u chàaih,(to collect firewood in the rain)to do a task carelessly,,,,
?,?,lòhng,"1. a wolf2. greedy, voracious3. tough, brave",,,,
??,??,lòhng dáam,"(wolf gut)fierce, brave",,,,
????,????,lòhng gwo wàah sau,"(greedier than Wa Sau)extremely greedy, voracious, e.g. for food, sex.",,,,
??????,??????,lòhng gwo wàah sau jek gáu,"(greedier than Wa Sau's dog)extremely greedy, voracious, e.g. for food, sex",,,,
???,???,lòhng ngàah páahng,(wolf tooth club)a club with spikes,,,,
??,??,lòhng séi,"ruthless, unscrupulous ",,,,
??,??,lòhng t?i,ferocious,,,,
?,?,lòih,to come,,,,
???,???,lòih lóu choi,(imported vegetable)girls or young women from outside,,,,
???,???,lòih lóu fo,imported good,,,,
??,??,lòih tàuh,having powerful back-up,,,,
??,??,l?ng lái,to be extremely aggressive ,,,,
?,?,l?u,"1. to mix and stir2. to make money, often in a seedy profession3. to make a living",,,,
???,???,l?u b?n faahn,"a question asking someone how they make a living, ""what work are you doing?"".",,,,
??,??,l?u g?a,"1. a dealer in illegal or stolen goods, a racketeer, a ""shady operator""2. a prostitute",,,,
???,???,l?u gwo gaai,to interfere in someone else's business or territory,,,,
????,????,l?u héi laa néih,"used in criticism of someone who is becoming arrogant, ""you're getting too big for your boots!"".",,,,
???,???,l?u héi laa,"an exclamation of congratulation in money matters (e.g. on hearing that someone has got a good job), ""you're really hit the big time!"".",,,,
???,???,l?u jihng séui,to make money in an area or in a manner that is not widely known or familiar.,,,,
???,???,l?u m4 dihm,not making much money,,,,
??,??,l?u néui,a prostitute,,,,
??,??,l?u p?n,to earn a living from illegal business,,,,
???,???,l?u p?n mún,to earn a living from illegal business,,,,
???,???,l?u sai gaai,to make a living through crime,,,,
?,?,lòuh,to work,,,,
?,?,lòuh,loquacious,,,,
??,??,lòuh chòuh,"shouting with anger, furious",,,,
??,??,lòuh chòuh,"shouting with anger, furious",,,,
??,??,lòuh hei,"angry, bad-tempered",,,,
??,??,lòuh s?u,to complain,,,,
?,?,lòuh,"1. a donkey2. loyal, hard-working3. blindly loyal",,,,
?,?,lòuh,a cottage,,,,
?????,?????,lòuh s?an j?n mihn muhk,"(the true face of Mt. Lu)the reality behind appearances, the true nature of a person, organisation, situation, etc.",,,,
? ,? ,lòuh,old,,,,
??,??,lòuh báan,"1. boss2. the owner of a store, restuarant, etc. ",,,,
???,???,lòuh báan nèuhng,"1. a female boss2. the female owner of a store, restuarant, etc.3. the wife of the boss",,,,
??,??,lòuh baau,burglary,,,,
??,??,lòuh béng,"1. old-fashioned2. old-looking3. an informal or derogatory expression for an older person, an ""old fogey"", an ""old bugger""",,,,
??,??,lòuh bíu,cousin,,,,
??,??,lòuh bóu,(old bustard)a prostitute,,,,
???,???,lòuh bún hòhng,"to be an experienced person in a particular business, an ""old hand"" in some line or profession.",,,,
???,???,lòuh ch?ai gw?t,"an experienced police-officer, a seasoned veteran in the police",,,,
??,??,lòuh chàaih,"(old wood)an old man, an experienced man",,,,
??,??,lòuh chan,"1. the victim of a fraud, a ""sucker""2. an ignorant or naive person, a person who does not understand the ways of the street.",,,,
???,???,lòuh chan dái,"1. an ignorant or naive person, the identity of being an ignorant or naive person2. an ordinary person who is ignorant of triad affairs and who can be easily victimized.",,,,
??,??,lòuh ch?ui,"to talk nonsense, to talk rubbish, to ""bullshit"".",,,,
??,??,lòuh ch?n,"a cheat, a racketeer, a ""trickster""",,,,
??,??,lòuh ch?u,"a coarse person, a vulgar person",,,,
??,??,lòuh chyúh,a virgin,,,,
??,??,lòuh dáai,"1. a boss, a leader2. a triad big brother",,,,
??,??,lòuh dauh,1. father2. the male protector of a prostitute,,,,
??,??,lòuh dihng,"calm, collected, cool under pressure",,,,
??,??,lòuh d?k,a taxi (taxi driver jargon),,,,
??,??,lòuh dím,"1. to mislead, to give false information2. a trick",,,,
??,??,lòuh díng,"1. the chief, the boss2. the leader of a gang or triad group.",,,,
??,??,lòuh f?an,"a foreigner, a westerner, a ""white man"".",,,,
???,???,lòuh f?an d?ng,Christmas,,,,
???,???,lòuh fú láa,"(tiger female)a tough, unyielding woman (derogatory), a ""harridan"", a ""dragon-lady"".",,,,
???,???,lòuh fú háaih,no matter what,,,,
???????,???????,lòuh fú tàuh seuhng d?ng s?t náa,(to put lice on the tiger's head)to provoke a powerful person or organisation,,,,
??,??,lòuh fúng,"to take something for granted, to assume",,,,
??,??,lòuh géi,"1. level, class, status2. rank in a triad society",,,,
??,??,lòuh géui,(the old lift up)1. a pawnbroker2. a prositute (old fashioned term),,,,
??,??,lòuh g?ung,"(old ginger)someone with experience, someone who have seen life",,,,
