0氹	[tam]/1. to cajole someone/2. to pacify someone who is angry
拍晒烏蠅	[paak saai wū yīng]/(to swot flies)/to have no customers, to have absolutely no business
拍檔	[paak dong]/a partner
拍烏蠅	[paak wū yīng]/(to swot flies)/to have no customers, to have no business
拍硬檔	[paak ngaahng dong]/1. to be cooperative/2. to work well together
拍膊頭	[paak bok tàuh]/(to slap shoulders)/to behave in a friendly way together, to be on the best of terms
拍馬屁	[paak ma pei]/(to stroke a horse's flank)/to flatter someone in power, to stroke a horse's flank, to flatter
拖友	[tō yáu]/a lover
拖手仔	[tō sáu jái]/to be in lover, to be in a relationship
拖泥帶水	[tō nàih daai séui]/indecisive, hesitant
拖頭	[tō tàuh]/a container truck
拖頭佬	[tō tàuh lóu]/a container truck driver
拖馬	[tō máh]/(to lead horse)/to round up support, to get back-up, to call one's triad followers
拗	[áau/ngáau]/to bend/[aau/ngaau]/to quarrel with, to argue
拗手瓜	[ngáau/áau sáu gwā]/1. arm-wrestling/2. to compete with, to challenge
拗撬	[ngaau/aau giuh]/1. an arguement/2. to quarrel, to argue, to fight
拗數	[ngaau sou]/to quarrel with, to argue
拗柴	[áau chàaih]/to twist one's ankel
拗氣	[ngaau hei]/to quarrel with
拗頸	[ngaau/aau géng]/to argue, to quarrel with
招	[jīu]/1. to summon/2. to admit, to confess
招兵買馬	[jīu bīng máaih máh]/(to summon troops buy horses)/to get ready for a conflict, to strengthen one's forces for a fight.
招牌	[jīu pàaih]/1. signboard/2. one's triad group, the name of one's triad group
招牌詩	[jīu pàaih sī]/(signboard poem)/a poem recited by a triad member to show his affiliation
招積	[jīu jīk]/1. arrogant, vain, conceited/2. powerful
拜	[baai]/to worship
拜山	[baai sāan]/1. to worship one's ancestors/2. to visit a prisoner in jail (triad language)
拮	[gāt]/to stab
拮埋你老母	[gāt màaih néih lóuh móuh]/a variant of 屌你老母 [díu néih lóuh móu].
拾	[sahp/1. ten/2. to pick up
拾吓拾吓	[sahp háh sahp háh]/foolish
拿	[nàh]/to pick up, to hold in hand
拿手	[nàh sáu]/to be good at, to have a special skill
拿拿冧	[nàh nàh làhm]/fast, quickly
拿拿林	[nàh nàh làhm]/fast, quickly
拿拿淋	[nàh nàh làhm]/fast, quickly
拿拿聲	[nàh nàh sēng]/fast, quickly
拿林	[nàh làhm]/fast, quickly
拿渣	[náh já]/dirty, corrupt, dishonest, tricky
拿渣嘢	[náh já yéh]/trickery, cheating, dirty dealings, underhand tricks
指	[jí]/a finger
指東打西	[jí dūng dá sāi]/(to point east and hit west)/to feint, to bluff, to set a trap with a distraction.
挑	[tīu]/1. to select/2. an exclamation expressing irritation or anger, "shit!" (a euphemistic form of 屌 díu)
挑你屎忽	[tīu néih sí fāt]/(up your ass)/a vulgar expression indicating strong hostility, "up yours!"
挑你老母	[tīu néih lóuh móu]/a vulgar expressing indicating strong hostility, echoing the obscene exclamation 屌你老母 [díu néih lóuh móu] "fuck your mother"
挑你鹵味	[tīu néih lóuh méi]/a vulgar expression indicating strong hostility, echoing the obscene exclamation 屌你老母 [díu néih lóuh móu] "fuck your mother"
挑剔	[tīu tīk]/fussy, choosy
挑起把火	[tīu héi bá fó]/to arouse someone's anger
挑起條癮	[tīu héi tìuh yáhn]/to arouse someone's desire
挑通眼眉	[tīu tūng ngáahn mèih]/a quick-thinking and knowledgeable person
挑那媽	[tīu nah/náh mā]/an exclamation expressing irritation or anger, "shit!".
挑那星	[tīu na sīng]/a vulgar exclamation indicating strong annoyance, "shit!"
挖	[waat]/to scoop out
挖角	[waat gok]/to lure away, to attract someone (e.g. from one company or business to another).
挽	[wáan/wáahn]/to carry
挽鞋	[wáan hàaih]/(to carry shoes)/to perform some menial task for someone.
捉	[jūk]/to catch
捉人痛腳	[jūk yàhn tung geuk]/(to grab someone's sore leg)/to exploit the weakness of others, to go for the weak spot, to have power over someone by virtue of knowing a secret about them
捉兒人	[jūk yī yān]/to play hide-and-seek
捉到鹿唔識脫角	[jūk dóu lúk m4 sīk tyut gok]/(got hold of the deer but can't get the horn)/to be unable to make best use of an opportunity.
捉墨魚	[jūk mahk yùh]/1. to catch cuttlefish/2. to check the exhaust emissions of a vehicle.
捉姦在床	[jūk gāan joih chòhng]/to catch an adulterer in the act.
捉字虱	[jūk jih sāt]/(to pick up a flea from a word)/to make a pun or to play with the meaning of a word used by someone.
捉棋	[jūk kéi]/1. to play chess/2. Junk Bay (Tseung Kwan O), a district in East Kowloon, Hong Kong. (taxi driver jargon)
捉痛腳	[jūk tung geuk]/(to grab sore leg)/1. to exploit the weakness of others, to go for the weak spot/2. to have power over someone by virtue of knowing a secret about them
捉蛇	[jūk sèh]/1. to catch snakes/2. to catch workers who are shirking
捉蛇入屎忽	[jūk sèh yahp sí fāt]/(to grab snake and put it up one's arse)/to make trouble for oneself, to cause unnecessary difficulties for oneself.
捉蟲	[jūk chùhng]/(to catch bugs)/1. to raise what seem to be minor points of detail which eventually turn out to have adverse consequences/2. to get into difficulties
捉蟲入屎忽	[jūk chùhng yahp sí fāt]/(to grab a worm and put it up one's arse)/to make trouble for oneself, to cause unnecessary difficulties for oneself.
捉路	[jūk louh]/to predict the strategy of one's opponent.
捉錯用神	[jūk cho yuhng sàhn]/(to catch the wrong mind)/to misunderstand, someone's intention.
捉黄腳雞	[jūk wòhng geuk gāi]/(to catch a yellow-legged chicken)/to catch someone having illicit sex; to arrange a trap or "set up" in which someone is blackmailed after being lured into having sex, to set a "honey trap".
捐	[gyūn]/pass through
捐山窿	[gyūn sāan lūng]/1. to go through a mountain/2. the name of a childen's game
捐窿捐罅	[gyūn lūng gyūn la]/(to sneak in and out of a hole)/to search high and low for a place
捱	[ngàaih]/to endure
捱世界	[ngàaih sai gaai]/(to endure the world)/to face reality, to struggle hard to make a living
捱更抵夜	[ngàaih gāang dái yeh]/(to suffer the day and endure the night)/to work night and day
捱生捱死	[ngàaih sāang ngàaih séi]/(to endure life and endure death)/to work extremely hard
捱義氣	[ngàaih yih hei]/to do a favour out of loyalty
捱騾仔	[ngàaih lèuih jái]/(to endure like a donkey)/1. to work like a slave/2. to put up with a very difficult job
捱麵包	[ngàaih mihn bāau]/to be poor, to struggle to make a living
掂	[dihm]/satisfactory; okay
掂咗	[dihm jó]/an exclamation, equivalent to "it's okay now!"; "it's fixed"; "it's settled now!".
掂晒	[dihm saai]/an exclamation equivalent to "everything's settled!"
掂檔	[dihm dong]/okay
掂過碌蔗	[dihm gwo lūk je]/really good
掃	[sou]/1. to sweep/2. to raid, to disrupt, to attack, to do a series of raids, to "do a sweep"
掃場	[sou chèuhng]/to disrupt a business by force, to smash up a shop, a video game centre, a nightclub, etc.; to raid a building, club, etc.
掃把	[sou bá]/1. to sweep with a broom/2. to force someone to leave/3. to evict someone/4. a supervisor (e.g. in an office, an academic supervisor, etc.)
掃把星	[sou bá sīng]/(broom star)/a person who always brings in ill fortune
掃把頭	[sou bá tàuh]/(broom head)/a person with unruly hair
掃硬	[sou ngaahng]/(to sweep with force)/to wipe out, to eliminate an enemy
掃興	[sou hing]/to be a spoilsport, to ruin an occasion
掃黃	[sou wòhng]/(to sweep the yellow)/to clamp down on the vice-trade, to crackdown on prostitution and/or pronography, to raid message parlours, saunas, and other premises suspected of offering illegal sexual services.
掉	[dehw]/to throw away
掌	[jéung]/the palm
掏	[tòuh]/to take out
掏古井	[tòuh gú jéng]/(to scour an ancient well)/1. to marry a rich widow for her money/2. to have an affair with an older rich woman
排長龍	[paai chèuhng lùhng]/(to stand in a long dragon)/to stand in a long queue
排骨仔	[paai gwāt jái]/a weakling, a skinny man or boy with no muscles
排骨精	[paai gwāt jīng]/a weakling, a skinny person
掗	[ngah]/1. to block/2. to occupy
掗位	[ngah wái]/(to occupy seat)/to occupy a place or position, e.g. to reserve seats in a fast food restaurant while the food is being purchased.
掗住個位	[ngah jyuh go wái]/Save that place!
掗拃	[ngah jah]/(to occupy a space)/a person who thinks he/she deserves priority, someone who tries to throw their weight around
掘	[gwaht]/to dig
掘草皮	[gwaht chóu pèih]/(to dig grass)/to gain money in horse-racing
掘金	[gwaht gām]/(to dig gold)/to try and make quick money, to try and strike it rich, to seek one's fortune, to be a "gold-digger".
掛	[gwa]/to hang up
掛住	[gwa jyuh]/1. to miss someone/2. to have someone or something continually on one's mind
掛單	[gwa dāan]/to get one's meals at someone else's house
掛單和尚	[gwa dāan wòh séung]/to get one's meals at someone else's house
掛彩	[gwa chói]/bleeding, badly wounded, severely hurt
掛臘鴨	[gwa laahp áap]/(hanging preserved duck)/to hang oneself, to commit suicide by hanging
掛藍燈籠	[gwa làahm dāng lùhng]/(hanging the blue lantern)/an affiliated member of a triad gang, a new recruit who has not been formally accepted into a triad society but who has a protector who is a member.
掟	[deng]/to throw
掟包糯米雞	[deng bāau noh máih gāi]/(to throw a bag of sticky rice chicken)/to unload one's problem on someone, to get someone involved in one's mess or problem.
掟煲	[deng bōu]/to break up with boyfriend, girlfriend, husband or wife; to end a relationshop
掟煲費	[deng bōu fai]/1. a payment made to a boyfriend or girlfriend when a relationship is served/2. the compensation paid for the breach of a romantic commitment.
掠	[lēuk]/to rob
掠低	[lēuk dāi]/to kill
掠水	[lēuk séui]/to get money by dishonest means, to trick someone out of money.
掠水王	[lēuk séui wòhng]/a rich person who has made money by dishonest, ruthless or dubious means.
掠錢	[lēuk chín]/to charge an excessive price for something
探	[taam]/to investigate
探盤	[taam pún]/to sound out a deal, to make preliminary inquiries, to get a feel for a situation
探路	[taam louh]/to collect information
接	[jip]/1. to receive/2. to pick up
接吻	[jip máhn]/1. to kiss/2. a car accident
接客	[jip haak]/(to receive customers)/to work as a prostitute
推	[tēui]/1. to push/2. to back someone's career, to help someone get promotion/3. to put on bets
推三推四	[tēui sāam tēui sei]/to be reluctant to do something, to find reasons why one cannot do something, to stall
推牆	[tēui chèuhng]/1. to push against the wall/2. to have sex up against the wall
推車	[tēui chē]/1. to push the cart/2. a sexual position, the "doggy" position
推骰	[tēui sīk]/a guessing game played with dic, popular in Hong Kong bars
掩	[yím]/close
掩口費	[yím háu fai]/(shut mouth fee)/a fee paid to someone to keep quiet, to not report something (e.g. to the police), to not give evidence in court, "hush money"
掹	[māang/māng]/1. to pull/2. to hold
掹掹緊	[māang māang gán]/1. very tight/2. barely, barely enough
掹炮	[mang paau]/to pull a gun
掹衫尾	[mān sāam méih]/(to pull the garment hem)/1. to ask to borrow money/2. to beg for something (e.g. tips, inside information)/3. to gate-crash an event following closely the person in front
掹貓尾	[mang māau méih]/(to pull a cat's tail)/two people trying to support each other's stories in order to trick someone or avoid something
掹車邊	[māang chē bīn]/barely to achieve one's goal, to get in "by the skin of one's teeth", to "scrape in" in a competition.
掹雞	[māang gāi]/to pull the trigger (of a gun)
揀	[gáan]/to choose
揀卒	[gáan jēut]/(to choose cricket)/to select the right person, to pick someone suitable for a task
揀蜶	[gáan jēut]/(to choose cricket)/to select the right person, to pick someone suitable for a task
揀飲擇食	[gáan yám jaahk sihk]/(to choose drink select food)/to be a fussy eater, to be very choosy
提	[tàih]/to raise
插	[chaap]/to insert
插旗	[chaap kèih]/(to plant flag)/to claim territory
插水	[chaap séui]/1. to pretend to be fouled, to "take a dive" (soccer jargon)/2. to jump the queue (truck driver jargon)
插眼	[chaap ngáahn]/to poke the eyes with the fingers, to attack someone's eyes with one's fingers during a fight.
插翼難飛	[chaap yihk nàahn fēi]/to be unable to escape
插血為盟	[chaap hyut wàih màhng]/(pricking the finger)/a stage in the triad initiation ceremony in which the middle finger of the left hand is pricked and the blood used to make a ritual wine (traditional triad jargon).
插針都唔入	[chaap jām dōu m4 yahp]/(too tight to put a needle in)/1. small, tight, crowded/2. frigid, sexually unresponsive (woman).
揗雞	[tàhng gāi]/(trembling chicken)/nervous, agitated, afraid
揚	[yèuhng]/1. to expose/2. to be revealed, to be found out, to be discovered
換	[wuhn]/to change
換畫	[wuhn wá]/to change one's lover frequently
揞住良心	[ngám jyuh lèuhng sām]/(to cover one's conscience)/to go against one's conscience
揩	[hāai]/(<high)/1. happy, excited/2. high on drugs; to take a drug, to get high on a drug
揩冰	[hāai bīng]/to take the drug "ice", to get high on "ice".
揩到甩轆	[hāai dou lāt lūk]/(high so as to lose a wheel)/very drunk, drugged out of one's mind
揩嘢	[hāai yéh]/(something sticking)/1. to take drugs/2. to have a misadventure/3. to be caught in the act
揩油	[hāai yáu]/1. a man who molests women, a "groper"/2. a man who tries to pick women
揩粉	[hāai fán]/to take heroin
揩草	[hāai chóu]/to smoke marijuana
揩親	[hāai chān]/to be harmed, to be hurt
揩邊瓣	[hāai bīn faahn]/a question used to check on someone's identity, "which triad group do you belong to?"
揩鑊	[hāai wohk]/to get into difficulty, to get into trouble, to make a mess of something
揪	[chāu]/1. to pull/2. to beat up, to hit, to fight/3. to draw out/4. to take out
揭	[kit]/1. to tear off/2. to lift
揭盅	[kit jūng]/(to lift the lid)/to announce the results
揮	[fāi]/1. to wave/2. (<fight) to compete against, to challenge, to fight with
揸	[jā]/to hold
揸fit	[jā fīt]/1. to be in charge, to be in control; to have the final say/2. to be a triad boss
揸fit人	[jā fīt yàhn]/1. to be the boss, to be in charge/2. the triad boss of a district
揸lift人	[jā līp yàh]/(life operator)/a way of making fun of a person as a "fake boss".
揸住雞毛當令箭	[jā jyuh gāi mòuh dong lihng jin]/(to hold a chicken feather as the arrow of military authority)/to be domineering without any real or sufficient claim to authority.
揸個扒	[jā gō pàh/bá]/to shake hands
揸兜	[jā dāu]/(to hold dish)/to be unemployed
揸大旗	[jā daaih kèih]/(to hold the big flag)/to be in charge, to be the leader.
揸弗	[jā fīt]/1. to be in charge, to be in control; to have the final say/2. to be a triad boss
揸弗人	[jā fīt yàhn]/1. to be the boss, to be in charge/2. the triad boss of a district
揸手	[jā sáu]/1. to shake hands/2. a guarantee (for a deal)/3. to have something in hand as an assurance.
揸拿	[jā nàh]/(to hold and grasp)/1. assurance/2. certainly/3. confidence
揸數	[jā sou]/1. treasurer, book-keeper
揸旗	[jā kèih]/(to hold the flag)/to be in charge
揸正嚟做	[jā jeng làih jouh]/to follow the rules strictly, to "go by the book", to leave no room for discretion.
揸水	[jā séui]/(to squeeze water)/to urinate
揸水煲	[jā séui bōu]/(to hold water pot)/a restaurant worker, a waiter
揸波	[jā bō]/to squeeze a woman's breast.
揸頸就命	[jā géng jauh mehng]/(when one is being throttled one has to sumbit to fate)/to have no choice but to comply.
揼	[dahm]/to trample/[dahp]/to strike/[dám]/to pound
揼低	[dahp dāi]/to knock down
揼死	[dahp séi]/to kill
揼濕	[dahp sāp]/(to strike wet)/to get very wet, to be soaked through.
揼濕衫	[dahp sāp sāam]/(to strike wet clothes)/to get very wet, to be soaked through.
揼濕身	[dahp sāp sān]/(to strike wet body)/to get very wet, to be soaked through.
揼爛	[dahp laahn]/(to pound damaged)/to pulp; to smash to a pulp/[dám laahn]/to smash
揼石仔	[dahp sehk jái]/(to pound small stones)/to play mahjong
揼落地	[dám lohk deih]/to throw to the ground
揼蹄揼爪	[dahm tàih dahm jáau]/(to stamp hoofs and to stamp claws)/to show one's extreme frustration by one's manner (e.g. stamping one's feet).
揼開	[dám hōi]/to throw away
揼骨	[dahp gwāt]/(to pound bone)/to massage
損	[syún]/to injure
損手	[syún sáu]/injured, damaged, harmed
損手爛腳	[syún sáu laahn geuk]/(injured arm broken leg)/injured, damaged, harmed
搏	[bok]/to risk
搏亂	[bok lyuhn]/to take advantage of a chaotic situation.
搏出位	[bok chēut wái]/to try and make a name for oneself
搏命	[bok mehng]/(to risk one's life)/to give one's all to a task, to put everything one has into something.
搏大霧	[bok daaih mouh]/(to chance the big fog)/to take advantage of a chaotic situation.
搏彩	[bok chói]/to gamble; gambling.
搏懵	[bok múng]/(to chance foolishness)/1. to take advantage of a chaotic situation, to seize an opportunity, to take advantage of someone's inattention/2. to take an opportunity to harass sexually or sexually assault.
搏拉	[bok lāai]/to run the risk of arrest, to put oneself in danger of being arrested.
搏殺	[bok saat]/1. to gamble/2. to take risks, to be willing to take risks/3. to be willing to go through a lot to achieve one's goal.
搏炒	[bok cháau]/to perform badly at work, to rish getting the sack
搏盡	[bok jeuhn]/(to struggle to the utmost)/1. to exert oneself to the maximun/2. an expression of encouragement (to somebody who is doing something) (university student jargon).
搏紅顏一笑	[bok hùhng ngàahn yāt siu]/to please a woman, to win favour with a woman.
搏老命	[bok lóuh mehng]/(to risk one's old life)/to give one's all to a task, to put everything one has into something.
搓	[chō]/to rub
搓圓㩒扁	[chō yùhn gahm bín]/(to roll into a ball, to squash and flatten)/to treat a person in whatever way one likes (with the apparent compliance of the person involved).
搞	[gáau]/to interfere with, to behave wrongly, to make a mistake, to "mess with", to "mess up".
搞三搞四	[gáau sāam gáau sei]/1. to be lecherous, to have illicit sex, to visit prostitutes/2. to behave badly, to get into trouble
搞串個party	[gáau chyun go pā tìh]/to make trouble, to mess up a situation, to "rain on someone's parade".
搞乜春呀	[gáau māt chēun a]/an expression of anger, irritation or surprise at what someone is doing, "what's he up to?", "what's he doing?, "what are you doing?", 'what's taking so long?", "what's up?"
搞乜鬼呀	[gáau māt gwái a]/an expression of anger, irritation or surprise at what someone is doing, "what's he up to?", "what's he doing?, "what are you doing?", 'what's taking so long?", "what's up?"
搞亂檔	[gáau lyuhn dong]/to cause chaos, to bring disorder
搞事	[gáau sih]/to make trouble, to cause problems
搞出個大頭佛	[gáau chēut go daaih tàuh faht]/to create a big problem, to make big mess of something
搞到一鑊泡	[gáau dou yāt wohk póuh]/to seriously mismanage a situation, to make a mess of a task or situation, to "screw up".
搞喎	[gáau wóh]/to spoil, to destroy
搞嘢	[gáau yéh]/1. to have sex/2. to make fun, to joke around/3. to make trouble, to cause problems
搞基	[gáau gēi]/1. to make homosexual friends, to be gay/2. to turn gay
搞妥	[gáau tóh]/to get hold of, to secure
搞妥晒	[gáau tóh saai]/to get hold of, to secure
搞寸個party	[gáau chyun go pā tìh]/to make trouble, to mess up a situation, to "rain on someone's parade".
搞屎搞棍	[gáau sí gáau gwan]/to make trouble between people, to "stir shit"
搞屎棍	[gáau sí gwan]/(stir shit stick)/to make trouble between people, to be a "shit-stirrer".
搞彎	[gáau wāang]/(to make curve)/1. to make trouble/2. to cause problems, difficulties
搞得有聲有色	[gáau dāk yáuh sēng yáuh sìk]/to get things into order, to bring prosperity to a business
搞手	[gáau sáu]/the organiser of an activity, the driving force behind an organisation
搞掂	[gáau dihm]/to settle everything, to fix a situation
搞搞震	[gáau gáau jan]/to make trouble, to disturb
搞搞震有幫襯	[gáau gáau jan móuh bōng chan]/to make trouble, to disturb without buying anything in a shop as a mean of harassment.
搞撚錯	[gáau lán cho]/a strong and aggressive expression of criticism or anger to someone, "you must be fucking kidding!"
搞是攪非	[gáau sih gáau fēi]/(to stir yes and stir no)/to cause trouble, to cause trouble between people.
搞正	[gáau jeng]/to solve a problem
搞笑	[gáau siu]/1. to play around/2. to joke
搞邊科	[gáau bīn fō]/an expression of critical surprise or amazement, "what are you trying to do?"
搞錯	[gáau cho]/to make a mistake
搞風搞雨	[gáau fūng gáau yúh]/(to mix wind mix rain)/to cause a lot of problems, to make trouble
搞鬼	[gáau gwái]/to make trouble, to disturb
搣	[mīt]/1. to tear off/2. to get rid of
搬	[būn]/to move
搭	[daap]/to take
搭十一號巴士	[daap sahp yāt houh bā sí]/(to catch the bus number 11)/to go on foot, to walk (11 looks like a pair of legs.)
搭十一號車	[daap sahp yāt houh chē]/(to catch the number 11)/to go on foot, to walk (11 looks like a pair of legs).
搭單	[daap dāan]/(to share the invoice)/to add one's order to someone else's order for the sake of convenience (e.g when one person is going somewhere to buy some goods, and as a favour obtains goods there fore someone else).
搭嗲	[daap dē]/(extra chat)/to interrupt a conversation
搭嘴	[daap jéui]/(extra mouth)/to interrupt a conversation
搭棚	[daap pàahng]/(bamboo scaffold)/1. a construction-site/2. to shoot a scene, to play a scene (film, theatre, TV)/3. to share the cost of a meal, to "go Dutch".
搭橋舖路	[daap kìuh pōu louh]/to prepare the way for someone, to smooth someone's way, to make arrangements in advance for someone, to fix things in advance.
搭檔	[daap dong]/(to join stalls)/to join forces, to merge, to go into partnership.
搭檯	[daap tói]/to share a table in a restaurant with someone you don't know.
搭沉船	[daap chàhm syùhn]/(to take a sinking ship)/to invest in a failing company, to join a doomed venture, to join a "sinking ship".
搭爹	[daap dē]/(extra chat)/to interrupt a conversation
搭的	[daap dīk]/to take a taxi
搭錯線	[daap cho sin]/(to reach wrong line)/to misunderstand something
搲水	[wé séui]/to try to make a living through all kinds of methods
搲銀	[wé ngán]/to try to make a living through all kinds of methods
搵	[wán]/to find
搵丁	[wán dīng]/to trick, to defraud, to "con".
搵兩餐	[wán léuhng chāan]/to make a living, to try and make a living
搵周公	[wán jāu gūng]/(to go to find the Duke of Chou)/to go to bed, to go to sleep
搵嚟講	[wán làih góng]/(to find something to talk about)/to give a feeble excuse where one has no good reason for one's conduct; to talk for the sake of talking
搵快錢	[wán faai chín]/to try to make money quickly, to try to make a "fast buck".
搵條命仔較飛	[wán tiùh mehng jái gaau fēi]/to take great risks with one's life, to put one's life at risk
搵水	[wán séui]/to make money, to make a living, to try to make a living
搵着數	[wán jeuhk sou]/to look for advantage in a situation; to take advantage of someone.
搵窿捐	[wán lūng gyūn]/to hide away
搵笨	[wán bahn]/(to find someone stupid)/to trick someone; to defraud someone.
搵米路	[wán máih louh]/to find a way to make money, to look for a chance to make money
搵老襯	[wán lóuh chan]/(to find a fool)/to trick, to defraud, to "con"
搵著數	[wán jeuhk sou]/to look for advantage in a situation; to take advantage of someone.
搵銀	[wán ngán]/to make a living, to make money
搵錢	[wán chín]/to make a living.
搵食	[wán sihk]/1. to make a living; to work hard to make a living/2. to chase a woman, to try to pick up a girl
搵鬼幫手	[wán gwái bōng sáu]/(to find a ghost to help)/used for a situation in which no one is willing to help someone in need
搵鬼幫襯	[wán gwái bōng chan]/(to find a ghost to patronise)/used to describe a shop or a restaurant that seems doomed to fail
搵鬼買	[wán gwái máaih]/(to find a ghost to buy)/used to describe a shop or a restaurant that seems doomed to fail
搶	[chéung]/to take by force
搶手	[chéung sáu]/to have a wide appeal, to have a big market
搶手貨	[chéung sáu fo]/to have a wide appeal, to have a big market
搶眼	[chéung ngáahn]/(to snatch the eyes)/dazzling, eye-catching
搶鏡	[chéung geng]/(to snatch the mirror)/to be photogenic, to steal the show
搶閘	[chéung jaahp]/(to snatch the gate)/to rush to do something, to act prematurely
搽	[chàh]/to apply
搽咗面懵膏	[chàh jó mihn múng gōu]/(to apply face cream against embarrassment)/to ready for a loss of face; to be immune to personal embarrassment, to be shameless
摟	[lāu]/1. to hug/2. to embrace
摟休	[lāu yāu]/untidy, messy, shabbily-dressed.
摩	[mō]/1. slow, slow-moving, slow to react/2. to touch
摩囉差	[mō lō chā]/a South Asian
摩頂	[mō déng]/to hold one's shares until they reach their highest value
摵甩	[mīt lāt]/1. to get off drugs/2. to break the habit
摶紮	[bok jaat]/to compete with others for promotion, to strive for promotion.
摷	[chaau]/to search, to search for, to check, to look through, to seek
摸	[mó]/1. to grope/2. to investigate someone/3. to check up on someone's background
摸底	[mó dái]/1. to investigate someone/2. to check up one someone's background
摸蜆	[mó hín]/1. to grope for clams/2. to grope a woman's genitals (from a term in "tai chi", Chinese shadow boxing)
摸身摸勢	[mó sān mó sai]/to grope a woman.
摸門釘	[mó mùhn dēng]/(to scrape the door nails)/to go to visit someone but not find them at home, to arrange a meeting with someone but not to find them.
摺	[jip]/to fold
摺咗	[jip jó]/closed
摺埋	[jip màaih]/(to fold up)/1. to kill/2. to deal with someone in a threatening or violent way/3. to leave, to disappear/4. to be deeply involved in one's studies to the exclusion of other activities (university student jargon).
撇	[pit]/1. a stroke in Chinese calligraphy/2. one thousand, especially one thousand dollars/3. to run away/4. to discard, to reject (e.g. a lover)
撇嘢	[pit yéh]/one thousand dollars
撇檔	[pit dong]/(to leave the stall)/1. to end a partnership, to break up a business/2. to escape in different directions, e.g. during a police raid
撇水	[pit séui]/one thousand dollars
撇甩	[pit lāt]/1. to get rid of, to discard, e.g. drugs, friends/2. to escape a pursuer
撇開	[pit hōi]/to get rid of, to discard
撈	[lōu]/1. to mix and stir/2. to make money, often in a seedy profession/3. to make a living
撈世界	[lōu sai gaai]/to make a living through crime
撈偏	[lōu pīn]/to earn a living from illegal business
撈偏門	[lōu pīn mún]/to earn a living from illegal business
撈唔掂	[lōu m4 dihm]/not making much money
撈女	[lōu néui]/a prostitute
撈家	[lōu gā]/1. a dealer in illegal or stolen goods, a racketeer, a "shady operator"/2. a prostitute
撈起啦	[lōu héi la]/an exclamation of congratulation in money matters (e.g. on hearing that someone has got a good job), "you're really hit the big time!".
撈起啦你	[lōu héi la néih]/used in criticism of someone who is becoming arrogant, "you're getting too big for your boots!".
撈過界	[lōu gwo gaai]/to interfere in someone else's business or territory
撈邊瓣	[lōu bīn faahn]/a question asking someone how they make a living, "what work are you doing?".
撈靜水	[lōu jihng séui]/to make money in an area or in a manner that is not widely known or familiar.
撐	[chāang/chaang]/1. to support, to back up/2. to prop up/3. to punt (a boat)/4. to evade responsibility/4. to tolerate/5. to discuss, to talk, to negotiate
撐到恆	[chaang dou hàhng]/to support to the utmost
撐枱腳	[chaang tói geuk]/(to support table foot)/1. to have a meal with one's lover/2. to have a meal, to have drinks with a good friend
撐檯腳	[chaang tói geuk]/(to support table foot)/1. to have a meal with one's lover/2. to have a meal, to have drinks with a good friend
撐腰	[chāang yīu]/(to support the waist)/to support to back up.
撐行	[chaang hàahng]/to discuss, to negotiate, to seek a deal or compromise.
撒手鐧	[saat sáu gáan]/the most powerful gesture, the decisive blow, the trump card
撚	[nán]/to be good at/[lán]/a vulgar or obscene term for the penis
撚化	[nán fa]/to play tricks, to deceive someone
撚手	[nán sáu]/exquisite, delicate, of high quality
撚手小菜	[nán sáu síu choi]/good dishes (commonly advertised on the walls of Hong Kong Chinese restaurants, especially small ones).
撚樣	[lán yéung]/(prick face)/a strong and vulgar insult, "fucking jerk", "prick head" (sometimes punned with or used instead of 飲樣 yám yéung "dressed up" to make fun of someone who has dressed up for some occasion).
撚蛋	[lán dáan]/a generic vulgar insult, "fucking bastard".
撚開	[lán hōi]/(prick off)/an obscene and aggressive instruction for someone to leave, "fuck off!".
撚雀	[nán jéuk]/to carry a bird in a birdcage
撚頭	[lán tàuh]/(prick head)/an obscene insult, "prick head".
撞	[johng]/to collide
撞到滿天星	[johng dou mùhn tīn sīng]/to be hit or bumped and "see stars".
撞大板	[johng daaih báan]/(to collide a big board)/to make a serious mistake
撞彩	[johng chói]/to be lucky, to achieve something by luck (rather than skill).
撞手神	[johng sáu sàhn]/to have a stroke of luck (e.g. in gambling).
撞板	[johng báan]/(to collide a board)/1. to put one's foot in it, to mess up/2. to make a mistake, to "screw up".
撞板多過食飯	[johng báan dō gwo sihk faahn]/(to bump one's head more often than eating)/to keep making mistakes.
撞死馬咁	[johng séi máh gám]/to behave as if one has seen a ghost, to be in a great rush.
撞火	[johng fó]/(to collide with fire)/to get angry, to lose one's temper.
撞聾	[johng lùng]/to play deaf
撞邪	[jóng chèh]/(to encounter an evil spirit)/bad luck
撞鬼	[jóng gwái]/(to encounter a ghost)/1. to be unfortunate/2. an exclamation of surprise, mild shock, or irritation, "blast!", "whoops!"; "damn!".
撥	[buht]/to remove
撥個輪	[buht go léun]/(to dial the wheel)/to call someone on the telephone
撩	[lìuh]/1. to provoke/2. to bother, to tease, to harass/3. to sexually harass, to tease suggestively
撩交嗌	[lìuh gāau aai]/to provoke an argument with someone.
撩交打	[lìuh gāau dá]/to provoke or taunt someone into fighting, to cause trouble
撩女仔	[lìuh néuih jái]/to bother, to tease, to harass a girl or woman
撩是鬥非	[lìuh sih dau fēi]/1. to provoke a fight/2. to taunt
